,test_roc,test_prc
avg,0.6317442275130752,0.6819939076683824
1,0.7286093526648968,0.7814705854684081
2,0.6565656565656566,0.8033698824984885
3,0.4364508393285371,0.03007246376811594
4,0.6666666666666666,0.7605196607841298
5,0.6765334147085749,0.8701731481295164
6,0.674172921879344,0.8707672547155113
7,0.8493589743589743,0.968767443648757
8,0.6633305532388101,0.4303905283093215
9,0.5841325196163906,0.8354759386027146
10,0.5963709677419354,0.6487771871755531
11,0.5556628833615069,0.331412124848662
12,0.6870039682539683,0.945178306087351
13,0.6504279131007242,0.5381403923837935
14,0.6575757575757576,0.22932980442738826
15,0.5114792211566405,0.765562109108225
16,0.7119820828667414,0.8499754449208583
17,0.47294776119402987,0.9472173735698131
18,0.5727272727272728,0.28922210550486693
19,0.6939203354297694,0.8575101340343334
20,0.5612745098039216,0.7921600524567626
21,0.6986373165618448,0.845625776878082
22,0.6317254174397031,0.796574783968116
23,0.5865384615384615,0.13290847375612164
24,0.5957869634340223,0.5740834753744863
25,0.5845559845559845,0.7755021310316043
26,0.8264550264550264,0.9833494410877732
27,0.5262014006278677,0.7602994845075695
