,test_roc,test_prc
avg,0.7668097839787548,0.45686821318172927
1,0.8700176366843033,0.7653937738858785
2,0.7025813692480359,0.47668652968943154
3,0.7022512708787219,0.3366445814514367
4,0.7513888888888889,0.25687901845573946
5,0.7161643835616438,0.42469855293530245
6,0.8892463235294118,0.8125302007205975
7,0.8870833333333333,0.909819271272065
8,0.7378277153558053,0.18568823913755939
9,0.8444444444444443,0.2476641414141414
10,0.7686046511627909,0.20973250590558806
11,0.7867063492063493,0.36566410055993387
12,0.8527648234510327,0.5670952918646204
13,0.90625,0.55
14,0.6388888888888888,0.24984668716306213
15,0.4943820224719101,0.09804336745651393
16,0.903448275862069,0.52
17,0.7770515613652869,0.4608359568253031
18,0.6983957219251337,0.22582189786107937
19,0.8818627450980392,0.6912919212489125
20,0.7979127134724858,0.6367727517982821
21,0.8545454545454545,0.2897726563497355
22,0.6358695652173914,0.11177031731155442
23,,
24,0.8115942028985508,0.5740500377041569
25,0.8025999037072701,0.6152681751207002
26,0.8916666666666667,0.4125
27,0.7168234064785789,0.19860796726121804
28,0.798469387755102,0.4041181349739271
29,0.7386363636363636,0.360529380421466
30,0.7105263157894737,0.3557201142788612
31,0.8344827586206898,0.41963369963369956
32,0.7999999999999999,0.3993650793650793
33,0.8306878306878307,0.5149150569318637
34,0.7619047619047619,0.48690476190476184
35,0.835978835978836,0.5401824366110081
36,0.7195767195767196,0.48276515151515154
37,0.8624338624338623,0.513042909471481
38,0.773809523809524,0.484469696969697
39,0.7096774193548387,0.2638888888888889
40,0.7678571428571429,0.40852455716586145
41,0.8709677419354838,0.3333333333333333
42,0.9393939393939394,0.3333333333333333
43,0.935483870967742,0.4777777777777778
44,0.9696969696969697,0.5
45,0.935483870967742,0.4777777777777778
46,0.5963815789473684,0.05004858540237929
47,0.7999163079866093,0.474082987417236
48,0.8164705882352941,0.24120011889411413
49,0.5306451612903226,0.016663319871328658
50,0.5208333333333333,0.009686688913607713
51,0.46314102564102566,0.008889064475347661
52,0.6016733901090692,0.10571173894944098
53,0.8070984915705413,0.6517148298990298
54,0.7035703570357037,0.13008172708461213
55,0.7889688249400479,0.3662147254372991
56,0.8876633986928104,0.2828947928339409
57,0.632368703108253,0.019286269286269288
58,0.6695807314897412,0.11730382019484831
59,0.8103688933200399,0.4278036322068356
60,0.7238615664845173,0.07874349731779451
61,0.8337147215865751,0.489473436764167
62,0.7501163331782225,0.09033823444373798
63,0.7206240858117992,0.26471036909222545
64,0.8619078661451542,0.6412605981768603
65,0.7209677419354839,0.04436906260975339
66,0.7701770177017702,0.34988289163196723
67,0.8229885057471265,0.43457450062994574
68,0.6187363834422658,0.08738208655796878
69,0.7524193548387097,0.07936649504862098
70,0.8340605830645671,0.5713610459112863
71,0.7364864864864865,0.23251241863703148
72,0.8036133960047004,0.6965232209160859
73,0.915210355987055,0.11298162621692033
74,0.7073954983922829,0.02903882378225307
75,,
76,0.8716216216216216,0.7299484706374996
77,0.678602790516148,0.19230021115328327
78,0.8171242438343416,0.08232983402277595
79,0.7630360077693112,0.23183546644028918
80,0.8693548387096774,0.07066709566709567
81,0.889261744966443,0.3197674556965197
82,0.8080645161290322,0.041604630084724245
83,0.8476871965244058,0.27594732099379826
84,0.7492972144134934,0.08761124052679112
85,0.842443729903537,0.039802608246273574
86,0.7274557165861514,0.1313683722026182
87,0.6931627516778525,0.09001958178274244
88,0.6718446601941749,0.041625529279714225
89,0.2996794871794872,0.006982392228293868
90,0.8052595155709343,0.21846329067516224
91,0.7464746474647466,0.07987285508086633
92,0.7873376623376623,0.14048504546746235
93,0.7699680511182109,0.0136986301369863
94,0.7372168284789644,0.09863924334008697
95,0.6995238095238095,0.18844878141835741
96,0.7779429987608427,0.3552564852911626
97,0.7661290322580645,0.039177153491669614
98,0.7612903225806451,0.05052095988522105
99,0.7406181015452539,0.08500129362976316
100,0.7180327868852459,0.07602993615436847
101,0.6022727272727273,0.12804816378026937
102,0.8223914565826331,0.45005617819720595
103,0.8064875997597185,0.3509683197391398
104,0.7909385113268609,0.114454121570995
105,0.7927608779360802,0.3798710427323021
106,0.9120967741935484,0.12164502164502164
107,0.4040728831725616,0.011030443988009966
108,0.6401766004415012,0.06453561233725949
109,0.2875399361022364,0.004464285714285714
110,0.6627831715210356,0.02797099324105354
111,0.8307218083740047,0.6474971330132607
112,0.8990384615384615,0.07309941520467836
113,0.7703947368421052,0.07893111129249518
114,0.7352750809061489,0.03797923401718172
115,0.29006410256410253,0.006936471488710294
116,0.7290322580645161,0.03492083615055218
117,0.6693548387096774,0.044062272617026436
118,0.6287878787878788,0.040243799341267955
119,0.3564516129032258,0.01206642674170693
120,0.891025641025641,0.06212121212121212
121,0.6476190476190475,0.07617297825712478
122,0.894962486602358,0.08907323613205965
123,0.6801948051948052,0.12696871169029403
124,0.8484538717096857,0.21564696248540546
125,0.8531618435155414,0.06887464387464387
126,0.8414268585131894,0.3862598076520185
127,0.7004774809652858,0.16091739435678426
128,0.6549961666240737,0.07682908803827594
129,0.7053411704574495,0.07330944501411014
130,0.7707770777077708,0.09022948419614524
131,0.5862903225806452,0.018960203056261126
132,0.8180118805300544,0.736450414823459
133,0.7922077922077922,0.052692252205525134
134,0.749732905982906,0.19581643596018763
135,0.6098484848484849,0.05465839824689954
136,0.8317890235210263,0.5723838264589912
137,0.7403846153846153,0.017662219526986052
138,0.8232414068745004,0.3500235825350939
139,0.9326860841423948,0.11920864964343225
140,0.7759381898454747,0.10578716698923675
141,0.5935483870967742,0.02135609847873999
142,0.8295938104448742,0.6194120461157031
143,0.7667748917748918,0.06118061200437933
144,0.8292424242424242,0.47435384223024424
145,0.68460446509227,0.1851824931473468
146,0.8158226560911125,0.8267532622737155
147,0.6381877022653721,0.030424097200693175
148,0.8921413121845709,0.7596232493056794
149,0.8524542760066508,0.5538404022834715
150,0.7676724137931035,0.2348362101683369
151,0.8403679653679653,0.12690246247752832
152,0.7797779777977798,0.18854570887276145
153,0.27795527156549515,0.004405286343612335
154,0.7029126213592233,0.09665140283736925
155,0.8475806451612904,0.0650990675990676
156,0.7653225806451612,0.0555846746281451
157,0.8435431235431236,0.37317590939230594
158,0.515210355987055,0.035488941952356585
159,0.7145161290322581,0.03150970091268599
160,0.7996794871794871,0.047157190635451506
161,,
162,0.7875,0.0899775548550643
163,0.564935064935065,0.024458836456545868
164,0.7977272727272727,0.4603306208275075
165,0.3774193548387097,0.01236681350942331
166,0.8657045151567844,0.6428020875574814
167,0.7218614718614719,0.08189150874370883
168,0.8,0.03689516400187312
169,0.8556634304207119,0.08503438895553363
170,0.8418430884184309,0.21539595723743482
171,0.7673160173160173,0.04779968421272769
172,0.8229014598540146,0.39477736017683507
173,0.6627831715210356,0.026690299580777264
174,0.8001126126126126,0.2884455628113318
175,0.3598705501618123,0.014069781720670948
176,0.8788286269236516,0.3843911127832319
177,0.8150075905443505,0.5058912453107056
178,0.7491856677524429,0.08956366680977802
179,0.706375227686703,0.06097020991142128
180,0.7490615615615617,0.17190697622931347
181,0.3429487179487179,0.00707048349810634
182,0.6891577477896695,0.21868468784773426
183,0.20447284345047922,0.004
184,0.8646758385864813,0.7588051835121303
185,0.9009584664536742,0.03125
186,0.951923076923077,0.10250000000000001
187,0.8319386331938633,0.3778034167864872
188,0.4056451612903226,0.01692506421694801
189,0.8123328272970433,0.5213645656172827
190,0.812962962962963,0.41696597277469116
191,0.6597222222222222,0.08789740088090492
192,0.8119369369369369,0.5722104707287239
193,0.8401312705110174,0.7439886642597928
194,0.8656126482213438,0.4777607574621967
195,0.8750692520775623,0.6632754607330095
196,0.8785975928833071,0.7007300450132328
197,0.870795107033639,0.5106730323675034
198,0.8880090497737556,0.8947141686887645
199,0.8414634146341462,0.7361472051416716
200,0.6484375,0.08583910829089088
201,0.8071625344352618,0.28839190369912454
202,0.8650485436893203,0.5454188476257393
203,0.8200000000000001,0.3369468494468494
204,0.8774752475247525,0.6060204295868435
205,0.8688046647230321,0.7704910247147284
206,0.8654131618010885,0.727149035610257
207,0.8041788143828961,0.6355823231881819
208,0.8849462365591396,0.7095127428796744
209,0.8572522982635342,0.6943833612093636
210,0.5,0.0611038781709867
211,0.8411826268969126,0.673024187981341
212,0.8708333333333333,0.7576549825477911
213,0.850104821802935,0.5529619245909446
214,0.868488253319714,0.709074655852298
215,0.31060606060606055,0.010869565217391304
216,0.8859236002093145,0.7913408079298089
217,0.8768707482993198,0.6993394303778218
218,0.8656330749354005,0.7672028625566398
219,0.8809523809523809,0.5799627505706153
220,0.8742393509127789,0.5384156619317555
221,0.7506142506142506,0.36884031934270933
222,0.8427272727272728,0.5903146250789663
223,0.8635204081632654,0.6111210828801057
224,0.8704128440366974,0.5691489744187237
225,0.8906727828746177,0.54988502487222
226,0.8525798525798526,0.5740544113221945
227,0.43939393939393945,0.013333333333333334
228,0.8818458417849898,0.5216919297737712
229,0.8337155963302751,0.5450673973958837
230,0.788135593220339,0.44269421427532696
231,0.8595800524934383,0.21255411255411255
232,0.8533057851239669,0.34704219496114164
233,0.8892655367231639,0.49823326966179304
234,0.7384500745156483,0.3164061263171386
235,0.7818181818181819,0.4232642817682445
236,0.7121212121212122,0.02564102564102564
237,0.8822944297082228,0.6332984592572835
238,0.7196969696969697,0.02631578947368421
239,0.8709483793517407,0.5085507622855142
240,0.7861069465267366,0.6709168012141642
241,,
242,0.8845798707294552,0.4908351951895572
243,0.8625954198473282,0.075
244,0.8672727272727273,0.6596571356607295
245,0.748031496062992,0.09554009651959833
246,0.8286516853932584,0.6448282507208809
247,0.8057522123893806,0.37099581674023613
248,0.8723939611790079,0.5989192614498294
249,0.8512820512820513,0.23238770685579196
250,0.7770789657582111,0.48422038387537913
251,0.7480916030534351,0.07889344262295082
252,0.8788226299694191,0.5769089000090514
253,0.8284848484848484,0.520533728038607
254,0.8272727272727273,0.6608407882872492
255,0.5610687022900763,0.03641679957469431
256,0.8375404530744337,0.5309486312026289
257,0.4242424242424242,0.012987012987012988
258,0.879438717067583,0.6976636443333896
259,0.8765306122448979,0.5578862723650917
260,0.8719031531531533,0.6413212939025714
261,0.9019607843137256,0.6710616217785847
262,0.8710884353741496,0.5639136018028634
263,0.8211281543790202,0.6775865230936771
264,0.8338859416445623,0.5006475360407009
265,0.8662790697674418,0.2582670203359858
266,0.838180693069307,0.5389787952365245
267,0.553030303030303,0.016666666666666666
268,0.8288025889967638,0.5009219815671664
269,0.5534351145038168,0.024305555555555552
270,0.7892325315005728,0.528572128649582
